,ScientificName,Run,bam,bam_exists,fasta,fasta_exists,bigwig,bigwig_exists
882,Saccharomyces cerevisiae,SRR389616,/data2/Jack/RDP-Files/bams/bams/SRR389/SRR389616.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR389/SRR389616.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR389/SRR389616.bw,False
883,Saccharomyces cerevisiae,SRR389617,/data2/Jack/RDP-Files/bams/bams/SRR389/SRR389617.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR389/SRR389617.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR389/SRR389617.bw,False
884,Mus musculus,SRR458756,/data2/Jack/RDP-Files/bams/bams/SRR458/SRR458756.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR458/SRR458756.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR458/SRR458756.bw,False
885,Mus musculus,SRR458757,/data2/Jack/RDP-Files/bams/bams/SRR458/SRR458757.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR458/SRR458757.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR458/SRR458757.bw,False
886,Homo sapiens,SRR618770,/data2/Jack/RDP-Files/bams/bams/SRR618/SRR618770.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR618/SRR618770.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR618/SRR618770.bw,False
887,Homo sapiens,SRR618772,/data2/Jack/RDP-Files/bams/bams/SRR618/SRR618772.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR618/SRR618772.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR618/SRR618772.bw,False
888,Homo sapiens,SRR618771,/data2/Jack/RDP-Files/bams/bams/SRR618/SRR618771.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR618/SRR618771.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR618/SRR618771.bw,False
889,Homo sapiens,SRR618773,/data2/Jack/RDP-Files/bams/bams/SRR618/SRR618773.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR618/SRR618773.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR618/SRR618773.bw,False
890,Mus musculus,SRR618774,/data2/Jack/RDP-Files/bams/bams/SRR618/SRR618774.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR618/SRR618774.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR618/SRR618774.bw,False
891,Mus musculus,SRR618775,/data2/Jack/RDP-Files/bams/bams/SRR618/SRR618775.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR618/SRR618775.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR618/SRR618775.bw,False
892,Mus musculus,SRR533660,/data2/Jack/RDP-Files/bams/bams/SRR533/SRR533660.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR533/SRR533660.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR533/SRR533660.bw,False
893,Mus musculus,SRR533661,/data2/Jack/RDP-Files/bams/bams/SRR533/SRR533661.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR533/SRR533661.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR533/SRR533661.bw,False
894,Mus musculus,SRR533662,/data2/Jack/RDP-Files/bams/bams/SRR533/SRR533662.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR533/SRR533662.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR533/SRR533662.bw,False
895,Mus musculus,SRR533663,/data2/Jack/RDP-Files/bams/bams/SRR533/SRR533663.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR533/SRR533663.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR533/SRR533663.bw,False
896,Mus musculus,SRR533665,/data2/Jack/RDP-Files/bams/bams/SRR533/SRR533665.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR533/SRR533665.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR533/SRR533665.bw,False
897,Mus musculus,SRR533666,/data2/Jack/RDP-Files/bams/bams/SRR533/SRR533666.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR533/SRR533666.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR533/SRR533666.bw,False
898,Mus musculus,SRR533667,/data2/Jack/RDP-Files/bams/bams/SRR533/SRR533667.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR533/SRR533667.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR533/SRR533667.bw,False
899,Mus musculus,SRR533668,/data2/Jack/RDP-Files/bams/bams/SRR533/SRR533668.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR533/SRR533668.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR533/SRR533668.bw,False
900,Arabidopsis thaliana,SRR544881,/data2/Jack/RDP-Files/bams/bams/SRR544/SRR544881.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR544/SRR544881.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR544/SRR544881.bw,False
901,Saccharomyces cerevisiae,SRR594900,/data2/Jack/RDP-Files/bams/bams/SRR594/SRR594900.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR594/SRR594900.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR594/SRR594900.bw,False
902,Saccharomyces cerevisiae,SRR594901,/data2/Jack/RDP-Files/bams/bams/SRR594/SRR594901.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR594/SRR594901.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR594/SRR594901.bw,False
903,Saccharomyces cerevisiae,SRR594902,/data2/Jack/RDP-Files/bams/bams/SRR594/SRR594902.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR594/SRR594902.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR594/SRR594902.bw,False
904,Saccharomyces cerevisiae,SRR594903,/data2/Jack/RDP-Files/bams/bams/SRR594/SRR594903.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR594/SRR594903.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR594/SRR594903.bw,False
905,Saccharomyces cerevisiae,SRR1190356,/data2/Jack/RDP-Files/bams/bams/SRR119/SRR1190356.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR119/SRR1190356.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR119/SRR1190356.bw,False
906,Saccharomyces cerevisiae,SRR1190357,/data2/Jack/RDP-Files/bams/bams/SRR119/SRR1190357.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR119/SRR1190357.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR119/SRR1190357.bw,False
907,Saccharomyces cerevisiae,SRR1190358,/data2/Jack/RDP-Files/bams/bams/SRR119/SRR1190358.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR119/SRR1190358.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR119/SRR1190358.bw,False
908,Saccharomyces cerevisiae,SRR1190359,/data2/Jack/RDP-Files/bams/bams/SRR119/SRR1190359.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR119/SRR1190359.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR119/SRR1190359.bw,False
909,Mus musculus,SRR606201,/data2/Jack/RDP-Files/bams/bams/SRR606/SRR606201.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR606/SRR606201.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR606/SRR606201.bw,False
910,Mus musculus,SRR606202,/data2/Jack/RDP-Files/bams/bams/SRR606/SRR606202.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR606/SRR606202.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR606/SRR606202.bw,False
911,Mus musculus,SRR606203,/data2/Jack/RDP-Files/bams/bams/SRR606/SRR606203.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR606/SRR606203.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR606/SRR606203.bw,False
912,Mus musculus,SRR606204,/data2/Jack/RDP-Files/bams/bams/SRR606/SRR606204.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR606/SRR606204.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR606/SRR606204.bw,False
913,Mus musculus,SRR606205,/data2/Jack/RDP-Files/bams/bams/SRR606/SRR606205.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR606/SRR606205.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR606/SRR606205.bw,False
914,Arabidopsis thaliana,SRR652152,/data2/Jack/RDP-Files/bams/bams/SRR652/SRR652152.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR652/SRR652152.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR652/SRR652152.bw,False
915,Arabidopsis thaliana,SRR652153,/data2/Jack/RDP-Files/bams/bams/SRR652/SRR652153.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR652/SRR652153.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR652/SRR652153.bw,False
916,Arabidopsis thaliana,SRR974752,/data2/Jack/RDP-Files/bams/bams/SRR974/SRR974752.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR974/SRR974752.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR974/SRR974752.bw,False
917,Arabidopsis thaliana,SRR974753,/data2/Jack/RDP-Files/bams/bams/SRR974/SRR974753.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR974/SRR974753.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR974/SRR974753.bw,False
918,Saccharomyces cerevisiae,SRR788070,/data2/Jack/RDP-Files/bams/bams/SRR788/SRR788070.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR788/SRR788070.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR788/SRR788070.bw,False
919,Saccharomyces cerevisiae,SRR788071,/data2/Jack/RDP-Files/bams/bams/SRR788/SRR788071.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR788/SRR788071.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR788/SRR788071.bw,False
920,Saccharomyces cerevisiae,SRR788072,/data2/Jack/RDP-Files/bams/bams/SRR788/SRR788072.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR788/SRR788072.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR788/SRR788072.bw,False
921,Saccharomyces cerevisiae,SRR788073,/data2/Jack/RDP-Files/bams/bams/SRR788/SRR788073.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR788/SRR788073.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR788/SRR788073.bw,False
922,Saccharomyces cerevisiae,SRR788074,/data2/Jack/RDP-Files/bams/bams/SRR788/SRR788074.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR788/SRR788074.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR788/SRR788074.bw,False
923,Saccharomyces cerevisiae,SRR788075,/data2/Jack/RDP-Files/bams/bams/SRR788/SRR788075.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR788/SRR788075.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR788/SRR788075.bw,False
924,Saccharomyces cerevisiae,SRR788076,/data2/Jack/RDP-Files/bams/bams/SRR788/SRR788076.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR788/SRR788076.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR788/SRR788076.bw,False
925,Saccharomyces cerevisiae,SRR788077,/data2/Jack/RDP-Files/bams/bams/SRR788/SRR788077.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR788/SRR788077.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR788/SRR788077.bw,False
926,Ascaris suum,SRR1029594,/data2/Jack/RDP-Files/bams/bams/SRR102/SRR1029594.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR102/SRR1029594.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR102/SRR1029594.bw,False
927,Ascaris suum,SRR1029596,/data2/Jack/RDP-Files/bams/bams/SRR102/SRR1029596.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR102/SRR1029596.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR102/SRR1029596.bw,False
928,Ascaris suum,SRR1029598,/data2/Jack/RDP-Files/bams/bams/SRR102/SRR1029598.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR102/SRR1029598.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR102/SRR1029598.bw,False
929,Ascaris suum,SRR1029600,/data2/Jack/RDP-Files/bams/bams/SRR102/SRR1029600.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR102/SRR1029600.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR102/SRR1029600.bw,False
930,Danio rerio,SRR836192,/data2/Jack/RDP-Files/bams/bams/SRR836/SRR836192.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR836/SRR836192.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR836/SRR836192.bw,False
931,Danio rerio,SRR836193,/data2/Jack/RDP-Files/bams/bams/SRR836/SRR836193.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR836/SRR836193.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR836/SRR836193.bw,False
932,Danio rerio,SRR836194,/data2/Jack/RDP-Files/bams/bams/SRR836/SRR836194.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR836/SRR836194.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR836/SRR836194.bw,False
933,Danio rerio,SRR836195,/data2/Jack/RDP-Files/bams/bams/SRR836/SRR836195.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR836/SRR836195.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR836/SRR836195.bw,False
934,Danio rerio,SRR836196,/data2/Jack/RDP-Files/bams/bams/SRR836/SRR836196.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR836/SRR836196.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR836/SRR836196.bw,False
935,Danio rerio,SRR836197,/data2/Jack/RDP-Files/bams/bams/SRR836/SRR836197.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR836/SRR836197.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR836/SRR836197.bw,False
936,Danio rerio,SRR836198,/data2/Jack/RDP-Files/bams/bams/SRR836/SRR836198.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR836/SRR836198.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR836/SRR836198.bw,False
937,Danio rerio,SRR836199,/data2/Jack/RDP-Files/bams/bams/SRR836/SRR836199.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR836/SRR836199.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR836/SRR836199.bw,False
938,Danio rerio,SRR870722,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870722.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870722.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870722.bw,False
939,Danio rerio,SRR870723,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870723.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870723.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870723.bw,False
940,Danio rerio,SRR870724,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870724.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870724.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870724.bw,False
941,Danio rerio,SRR870725,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870725.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870725.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870725.bw,False
942,Danio rerio,SRR870726,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870726.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870726.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870726.bw,False
943,Danio rerio,SRR870727,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870727.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870727.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870727.bw,False
944,Danio rerio,SRR870728,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870728.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870728.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870728.bw,False
945,Danio rerio,SRR870729,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870729.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870729.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870729.bw,False
946,Danio rerio,SRR870730,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870730.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870730.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870730.bw,False
947,Danio rerio,SRR870731,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870731.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870731.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870731.bw,False
948,Danio rerio,SRR870732,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870732.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870732.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870732.bw,False
949,Danio rerio,SRR870733,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870733.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870733.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870733.bw,False
950,Danio rerio,SRR870734,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870734.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870734.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870734.bw,False
951,Danio rerio,SRR870735,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870735.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870735.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870735.bw,False
952,Danio rerio,SRR870736,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870736.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870736.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870736.bw,False
953,Danio rerio,SRR870737,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870737.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870737.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870737.bw,False
954,Danio rerio,SRR870738,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870738.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870738.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870738.bw,False
955,Danio rerio,SRR870739,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870739.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870739.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870739.bw,False
956,Danio rerio,SRR870740,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870740.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870740.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870740.bw,False
957,Danio rerio,SRR870741,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870741.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870741.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870741.bw,False
958,Danio rerio,SRR870742,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870742.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870742.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870742.bw,False
959,Danio rerio,SRR870743,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870743.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870743.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870743.bw,False
960,Danio rerio,SRR870744,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870744.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870744.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870744.bw,False
961,Danio rerio,SRR870745,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870745.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870745.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870745.bw,False
962,Danio rerio,SRR870746,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870746.bam,True,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870746.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870746.bw,False
963,Danio rerio,SRR870758,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870758.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870758.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870758.bw,False
964,Danio rerio,SRR870759,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870759.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870759.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870759.bw,False
965,Danio rerio,SRR870760,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870760.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870760.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870760.bw,False
966,Danio rerio,SRR870761,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870761.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870761.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870761.bw,False
967,Danio rerio,SRR870794,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870794.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870794.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870794.bw,False
968,Danio rerio,SRR870795,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870795.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870795.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870795.bw,False
969,Danio rerio,SRR870796,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870796.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870796.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870796.bw,False
970,Danio rerio,SRR870797,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870797.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870797.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870797.bw,False
971,Danio rerio,SRR870830,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870830.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870830.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870830.bw,False
972,Danio rerio,SRR870831,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870831.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870831.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870831.bw,False
973,Danio rerio,SRR870832,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870832.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870832.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870832.bw,False
974,Danio rerio,SRR870833,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870833.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870833.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870833.bw,False
975,Danio rerio,SRR870866,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870866.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870866.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870866.bw,False
976,Danio rerio,SRR870867,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870867.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870867.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870867.bw,False
977,Danio rerio,SRR870868,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870868.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870868.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870868.bw,False
978,Danio rerio,SRR870869,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870869.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870869.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870869.bw,False
979,Danio rerio,SRR870902,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870902.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870902.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870902.bw,False
980,Danio rerio,SRR870903,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870903.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870903.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870903.bw,False
981,Danio rerio,SRR870904,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870904.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870904.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870904.bw,False
982,Danio rerio,SRR870905,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870905.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870905.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870905.bw,False
983,Danio rerio,SRR870938,/data2/Jack/RDP-Files/bams/bams/SRR870/SRR870938.bam,False,/data2/Jack/RDP-Files/fastas/fastas/SRR870/SRR870938.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/SRR870/SRR870938.bw,False
