rc_study_id,BioProject,organism,Run,complete
PRJNA181016,PRJNA181016,Homo sapiens,SRR619097,TRUE
PRJNA181016,PRJNA181016,Homo sapiens,SRR619098,TRUE
PRJNA181016,PRJNA181016,Homo sapiens,SRR619099,TRUE
PRJNA181016,PRJNA181016,Homo sapiens,SRR619100,TRUE
PRJNA171327,PRJNA171327,Homo sapiens,SRR618770,TRUE
PRJNA171327,PRJNA171327,Homo sapiens,SRR618771,TRUE
PRJNA171327,PRJNA171327,Homo sapiens,SRR618772,TRUE
PRJNA171327,PRJNA171327,Homo sapiens,SRR618773,TRUE
PRJNA171327,PRJNA171327,Homo sapiens,SRR964946,TRUE
PRJNA163111,PRJNA163111,Homo sapiens,SRR493747,TRUE
PRJNA163111,PRJNA163111,Homo sapiens,SRR493748,TRUE
PRJNA163111,PRJNA163111,Homo sapiens,SRR493749,TRUE
PRJNA152347,PRJNA152347,Homo sapiens,SRR403883,TRUE
PRJNA152347,PRJNA152347,Homo sapiens,SRR403885,TRUE
PRJNA152347,PRJNA152347,Homo sapiens,SRR403887,TRUE
PRJNA152347,PRJNA152347,Homo sapiens,SRR403889,TRUE
PRJNA152347,PRJNA152347,Homo sapiens,SRR403891,TRUE
PRJNA152347,PRJNA152347,Homo sapiens,SRR403893,TRUE
PRJNA129385,PRJNA129385,Homo sapiens,SRR057511,TRUE
PRJNA129385,PRJNA129385,Homo sapiens,SRR057512,TRUE
PRJNA129385,PRJNA129385,Homo sapiens,SRR057516,TRUE
PRJNA129385,PRJNA129385,Homo sapiens,SRR057517,TRUE
PRJNA129385,PRJNA129385,Homo sapiens,SRR057521,TRUE
PRJNA129385,PRJNA129385,Homo sapiens,SRR057522,TRUE
PRJNA129385,PRJNA129385,Homo sapiens,SRR057526,TRUE
PRJNA129385,PRJNA129385,Homo sapiens,SRR057529,TRUE
PRJNA129385,PRJNA129385,Homo sapiens,SRR057532,TRUE
PRJNA390315,PRJNA390315,Homo sapiens,SRR5680913,TRUE
PRJNA390315,PRJNA390315,Homo sapiens,SRR5680914,TRUE
PRJNA390315,PRJNA390315,Homo sapiens,SRR5680917,TRUE
PRJNA390315,PRJNA390315,Homo sapiens,SRR5680918,TRUE
PRJNA390315,PRJNA390315,Homo sapiens,SRR5680921,TRUE
PRJNA390315,PRJNA390315,Homo sapiens,SRR5680922,TRUE
PRJNA398679,PRJNA398679,Homo sapiens,SRR5943474,TRUE
PRJNA398679,PRJNA398679,Homo sapiens,SRR5943475,TRUE
PRJNA398679,PRJNA398679,Homo sapiens,SRR5943476,TRUE
PRJNA398679,PRJNA398679,Homo sapiens,SRR5943477,TRUE
PRJNA147613,PRJNA147613,Homo sapiens,SRR648667,TRUE
PRJNA147613,PRJNA147613,Homo sapiens,SRR648668,TRUE
PRJNA147613,PRJNA147613,Homo sapiens,SRR648669,TRUE
PRJNA147613,PRJNA147613,Homo sapiens,SRR648670,TRUE
PRJNA171135,PRJNA171135,Homo sapiens,SRR525273,TRUE
PRJNA171135,PRJNA171135,Homo sapiens,SRR525274,TRUE
PRJNA171135,PRJNA171135,Homo sapiens,SRR525275,TRUE
PRJNA171135,PRJNA171135,Homo sapiens,SRR525276,TRUE
PRJNA171135,PRJNA171135,Homo sapiens,SRR525277,TRUE
PRJNA171135,PRJNA171135,Homo sapiens,SRR525278,TRUE
PRJNA229103,PRJNA229103,Homo sapiens,SRR1032162,TRUE
PRJNA229103,PRJNA229103,Homo sapiens,SRR1032163,TRUE
PRJNA229103,PRJNA229103,Homo sapiens,SRR1032164,TRUE
PRJNA229103,PRJNA229103,Homo sapiens,SRR1032179,TRUE
PRJNA229103,PRJNA229103,Homo sapiens,SRR1032180,TRUE
PRJNA229103,PRJNA229103,Homo sapiens,SRR1032181,TRUE
PRJNA229103,PRJNA229103,Homo sapiens,SRR1032182,TRUE
PRJNA229103,PRJNA229103,Homo sapiens,SRR1032183,TRUE
PRJNA229103,PRJNA229103,Homo sapiens,SRR1032184,TRUE
PRJNA230112,PRJNA230112,Homo sapiens,SRR1039861,TRUE
PRJNA230610,PRJNA230610,Homo sapiens,SRR1042900,TRUE
PRJNA230610,PRJNA230610,Homo sapiens,SRR1042901,TRUE
PRJNA230610,PRJNA230610,Homo sapiens,SRR1042902,TRUE
PRJNA244865,PRJNA244865,Homo sapiens,SRR1248252,TRUE
PRJNA244865,PRJNA244865,Homo sapiens,SRR1248253,TRUE
PRJNA244865,PRJNA244865,Homo sapiens,SRR1248254,TRUE
PRJNA244865,PRJNA244865,Homo sapiens,SRR1248255,TRUE
PRJNA258219,PRJNA258219,Homo sapiens,SRR1551155,TRUE
PRJNA258219,PRJNA258219,Homo sapiens,SRR1551159,TRUE
PRJNA258219,PRJNA258219,Homo sapiens,SRR1551163,TRUE
PRJNA258219,PRJNA258219,Homo sapiens,SRR1551165,TRUE
PRJNA258219,PRJNA258219,Homo sapiens,SRR1551167,TRUE
PRJNA268354,PRJNA268354,Homo sapiens,SRR1661491,TRUE
PRJNA268354,PRJNA268354,Homo sapiens,SRR1661493,TRUE
PRJNA268354,PRJNA268354,Homo sapiens,SRR1661495,TRUE
PRJNA268354,PRJNA268354,Homo sapiens,SRR1661497,TRUE
PRJNA268354,PRJNA268354,Homo sapiens,SRR2075417,TRUE
PRJNA268354,PRJNA268354,Homo sapiens,SRR2075419,TRUE
PRJNA309995,PRJNA309995,Homo sapiens,SRR3129148,TRUE
PRJNA309995,PRJNA309995,Homo sapiens,SRR3129149,TRUE
PRJNA309995,PRJNA309995,Homo sapiens,SRR3129152,TRUE
PRJNA309995,PRJNA309995,Homo sapiens,SRR3129153,TRUE
PRJNA310015,PRJNA310015,Homo sapiens,SRR3129936,TRUE
PRJNA310015,PRJNA310015,Homo sapiens,SRR3129937,TRUE
PRJNA310015,PRJNA310015,Homo sapiens,SRR3129940,TRUE
PRJNA310015,PRJNA310015,Homo sapiens,SRR3129941,TRUE
PRJNA310096,PRJNA310096,Homo sapiens,SRR3130940,TRUE
PRJNA310096,PRJNA310096,Homo sapiens,SRR3130941,TRUE
PRJNA310096,PRJNA310096,Homo sapiens,SRR3130944,TRUE
PRJNA310096,PRJNA310096,Homo sapiens,SRR3130945,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131003,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131004,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131007,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131008,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131011,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131012,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131015,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131016,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131019,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131021,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131023,TRUE
PRJNA310107,PRJNA310107,Homo sapiens,SRR3131025,TRUE
PRJNA317019,PRJNA317019,Homo sapiens,SRR3317843,TRUE
PRJNA317019,PRJNA317019,Homo sapiens,SRR3317844,TRUE
PRJNA317019,PRJNA317019,Homo sapiens,SRR3317845,TRUE
PRJNA326128,PRJNA326128,Homo sapiens,SRR3680966,TRUE
PRJNA326128,PRJNA326128,Homo sapiens,SRR3680967,TRUE
PRJNA326128,PRJNA326128,Homo sapiens,SRR3680968,TRUE
PRJNA326128,PRJNA326128,Homo sapiens,SRR3680969,TRUE
PRJNA326128,PRJNA326128,Homo sapiens,SRR3680970,TRUE
PRJNA326128,PRJNA326128,Homo sapiens,SRR3680971,TRUE
PRJNA326128,PRJNA326128,Homo sapiens,SRR3680972,TRUE
PRJNA326128,PRJNA326128,Homo sapiens,SRR3680973,TRUE
PRJNA340948,PRJNA340948,Homo sapiens,SRR5099275,TRUE
PRJNA340948,PRJNA340948,Homo sapiens,SRR5099277,TRUE
PRJNA340948,PRJNA340948,Homo sapiens,SRR5099279,TRUE
PRJNA379292,PRJNA379292,Homo sapiens,SRR5345621,TRUE
PRJNA379292,PRJNA379292,Homo sapiens,SRR5345622,TRUE
PRJNA379292,PRJNA379292,Homo sapiens,SRR5345623,TRUE
PRJNA379292,PRJNA379292,Homo sapiens,SRR5345624,TRUE
PRJNA379448,PRJNA379448,Homo sapiens,SRR5350740,TRUE
PRJNA379448,PRJNA379448,Homo sapiens,SRR5350741,TRUE
PRJNA379447,PRJNA379447,Homo sapiens,SRR5350744,TRUE
PRJNA379447,PRJNA379447,Homo sapiens,SRR5350745,TRUE
PRJNA314248,PRJNA314248,Homo sapiens,SRR3208296,TRUE
PRJNA314248,PRJNA314248,Homo sapiens,SRR3392899,TRUE
PRJNA314248,PRJNA314248,Homo sapiens,SRR3398188,TRUE
PRJEB5938,PRJEB5938,Homo sapiens,ERR466124,TRUE
PRJEB5938,PRJEB5938,Homo sapiens,ERR466125,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564114,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564115,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564116,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564117,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564118,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564119,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564120,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564121,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564122,TRUE
GSE98934,PRJNA386877,Schizosaccharomyces pombe,SRR5564123,TRUE
PRJEB5150,PRJEB5150,Schizosaccharomyces pombe,ERR392515,TRUE
PRJEB5150,PRJEB5150,Schizosaccharomyces pombe,ERR392516,TRUE
PRJEB5150,PRJEB5150,Schizosaccharomyces pombe,ERR392517,TRUE
PRJEB5150,PRJEB5150,Schizosaccharomyces pombe,ERR392518,TRUE
PRJEB5150,PRJEB5150,Schizosaccharomyces pombe,ERR392523,TRUE
PRJEB5150,PRJEB5150,Schizosaccharomyces pombe,ERR392525,TRUE
PRJEB5150,PRJEB5150,Schizosaccharomyces pombe,ERR392528,TRUE
PRJEB5263,PRJEB5263,Schizosaccharomyces pombe,ERR414802,TRUE
PRJEB5263,PRJEB5263,Schizosaccharomyces pombe,ERR414804,TRUE
PRJEB5263,PRJEB5263,Schizosaccharomyces pombe,ERR414807,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062197,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062198,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062199,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062200,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062201,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062202,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062203,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062204,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062205,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062206,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062207,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062208,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062209,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062210,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062211,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062212,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062213,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062214,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062215,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062216,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062217,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062218,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062219,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062220,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062221,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062222,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062223,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062224,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062225,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062226,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062227,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062228,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062229,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062230,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062231,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062232,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062233,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062234,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062235,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062236,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062237,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062243,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062244,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062245,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062246,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062247,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062248,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062249,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062250,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062251,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062252,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062253,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062254,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062255,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062256,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062257,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062258,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062259,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062260,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062261,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062262,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062263,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062264,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062265,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062266,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062267,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062268,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062269,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062270,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062280,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062281,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062282,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062283,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062284,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062285,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062286,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062287,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062288,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062289,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062290,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062291,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062292,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062293,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062294,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062295,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062296,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062297,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062298,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062299,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062300,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062301,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062302,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062303,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062304,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062305,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062306,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062307,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062308,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062309,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062310,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062311,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062312,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062313,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062314,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062315,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062316,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062317,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062318,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062319,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062396,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062397,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062398,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062399,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062400,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062401,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062402,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062403,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062404,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062405,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062406,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062407,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062408,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062409,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062410,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062411,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062412,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062413,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062414,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062415,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062416,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062417,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062418,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062419,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062420,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062421,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062422,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062423,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062424,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062425,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062426,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062427,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062428,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062429,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062430,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062431,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062432,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062433,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062434,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062435,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062436,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062437,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062438,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062439,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062440,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062441,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062442,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062443,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062444,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062445,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062446,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062447,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062448,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062449,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062450,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062451,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062452,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062453,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062454,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062455,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062456,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062457,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062458,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062459,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062460,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062461,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062462,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062463,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062464,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062465,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062466,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062467,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062468,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062469,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062470,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062471,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062472,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062473,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062474,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062475,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062476,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062477,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062478,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062479,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062480,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062481,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062482,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062483,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062484,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062485,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062486,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062487,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062488,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062489,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062490,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062491,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062492,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062493,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062494,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062495,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062496,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062497,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062498,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062499,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062500,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062501,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062502,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062503,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062504,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062505,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062506,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062507,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062508,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062509,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062510,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062511,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062512,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062513,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062514,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062515,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062516,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062517,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062518,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062519,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062520,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062521,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062522,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062523,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062524,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062525,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062526,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062527,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062528,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062529,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062530,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062531,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062532,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062533,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062534,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062535,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062536,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062537,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062538,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062539,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062540,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062541,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062542,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062543,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062544,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062545,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062546,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062547,TRUE
GSE53693,PRJNA232649,Danio rerio,SRR1062548,TRUE
